#Week,#Day,Date,seq,Code,Sub_Course_Name,Title,Description,More_Details (main points),Objective,type,general_type,Original Link (Drive/Dropbox/External),Shorten Link (if need),Display_link (github/Others),Previous Bootcamp Display Links,Phase,Skill,DS_step,Unit
6,4,5/3/2025,2,DS114,MLOPS,Model Deployment,Explore the process of deploying machine learning models into production using FastAPI for backend services and Streamlit for interactive web interfaces.,,"- Implement a FastAPI service to serve machine learning models via RESTful APIs.
- Create interactive web applications with Streamlit that interface with the deployed models.",Main_session,Session,"https://www.dropbox.com/scl/fi/7szimrq34cwtov8be6spu/DS114-Deployment-of-Machine-Learning-Model.paper?rlkey=i6el0tmichud6llwhfa6ciy8f&st=3mbetj5q&dl=0

https://www.dropbox.com/scl/fi/ks5uwc8jbyvvxhdxi656b/DS114-FastAPI-Practise.paper?rlkey=3xcew5ttijy52o03902jlwweu&st=plow8qhh&dl=0

https://www.dropbox.com/scl/fi/3qqjuh6pbt38abd3kiwic/DS114-Host-your-ML-application.paper?rlkey=ylbklv7h4mxtpot781l7z730u&st=qhje5b0j&dl=0

https://www.dropbox.com/scl/fi/3du8o0qbdc3hr42o2kh8c/DS114-How-to-Request-API_.paper?rlkey=zudqsgmbkus44s4ny8uuajnsc&st=7yy3aoxw&dl=0",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-29,Usecases Phase,Software engineering,Step 8: Model Deployment,Unit 5: Mlops
6,4,5/3/2025,3,DS108,MLOPS,Usecase 4.3,Build FastAPI for our trained model,,"- Integrate a trained machine learning model into a FastAPI application.
- Design and implement API endpoints for model inference and data input.
- Validate input data and handle errors gracefully within the FastAPI framework.
- Deploy the FastAPI application locally or on a cloud platform for testing.
- Test the API endpoints using different input data to verify functionality and performance.",Usecase,Usecases,https://www.dropbox.com/scl/fo/7f3wb79tva65sc4h0rbr5/AN-cxnqZpazJceyhYcjzFmI?rlkey=swfqbuvgawi466r9r5h9bibg1&st=1wndu2as&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase%20cards/Usecase_4_3.pdf,Usecases Phase,Software engineering,Step 8: Model Deployment,Unit 5: Mlops
6,4,5/3/2025,4,DS109,MLOPS,Usecase 7.2 - Lab,Build FastAPI for our trained model,,"- Build a FastAPI application that integrates a pre-trained machine learning model.
- Design API endpoints for model inference and data input using FastAPI.
- Implement input validation and error handling within the FastAPI framework.
- Deploy the FastAPI application on a local server or cloud platform.
- Test the API endpoints with various input data to ensure functionality and performance.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/szjrv5lo1ucotsuximqam/ACShXvyK8G6MTxZE5vdpcMQ?rlkey=au8j61yl3me6c2n3a1k09k835&st=6tlh7rzw&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_2_-_(Lab).pdf,Usecases Phase,Software engineering,Step 8: Model Deployment,Unit 5: Mlops
6,5,6/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 4: Machine Learning 102
6,5,6/3/2025,2,DS121,Machine Learning 103,Intro to Time series,"Explore a statistical approach to analyze time-ordered data points to understand trends, cycles, and patterns over time.",,- Understand the unique characteristics of time series data and its applications.,Main_session,Session,https://www.dropbox.com/scl/fi/u7f7i333bwmkhx78b0qah/DS119-Introduction-to-Time-Series-Forecasting.paper?rlkey=jgsy9iuevvx6xmgfquldag7ym&st=cuoyuysl&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-30/blob/main/DS119-_Introduction_to_Time_Series_Forecasting.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
6,5,6/3/2025,3,DS122,Machine Learning 103,Usecase 9,,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/48l0bepbk3rc9z7onpbgm/ALAnr5DQUbxrJnUNmE_qqCk?rlkey=wi7frzr64c5y0gksmmnkkflb0&st=xslltg99&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-9/blob/main/Usecase_9.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,1,9/3/2025,1,DS095,Machine Learning 103,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives
",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,1,9/3/2025,2,DS124,Deep Learning 101,Deep Learning Fundamental,"Gain a solid foundation in deep learning, exploring the neural networks that drive advancements in AI, from speech recognition to image classification.",,"- Comprehend the architecture and functioning of neural networks.
- Acquire the knowledge to build and train basic deep learning models.",Main_session,Session,https://www.dropbox.com/scl/fi/zgotzsba6en8401qol8yj/DS124-Introduction-to-Neural-Networks.paper?rlkey=vr63h98rnu73a4t6s0lgg6o0z&st=r0ecljuc&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-31/blob/main/DS124-Introduction_to_Neural_Networks.pdf,Usecases Phase,Deep learning,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,1,9/3/2025,3,DS124,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Exploring Capstone (Garduation Project) : What it is and how if function,,"- Define the concept of a Capstone (Graduation Project) and its purpose.
- Explore the typical structure and components of a Capstone project.
- Discuss the process of selecting and defining a Capstone project topic.
- Explain the role of research, methodology, and implementation in a Capstone project.
- Highlight the importance of presentation and evaluation in the completion of a Capstone project.",Usecase - Project,Usecases,https://www.dropbox.com/scl/fi/c9c687wbgtj4n8f7rfqfw/Capstone-Project.paper?rlkey=r723qi0aejcilnje2ki3jtg3d&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Capstone-Project,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 4: Machine Learning 102
7,1,9/3/2025,4,DS116,Deep Learning 101,Usecase 4.4,conduct a hands-on to build a ANN model on real dataset,,"- Design and define the architecture of an Artificial Neural Network (ANN).
- Split the dataset into training and testing sets.
- Train the ANN model using appropriate optimization algorithms and loss functions.
- Evaluate the model's performance on the test set using relevant metrics (e.g., accuracy, precision, recall).",Usecase,Usecases,https://www.dropbox.com/scl/fo/jnfddqvwpjgsro31a2qwd/AEU-Ena0z5I4tvMFTvVIYz0?rlkey=bkqnsihnvlfsy7heodvffvoes&st=twzkn4ti&dl=0,,,,Usecases Phase,Deep learning,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,2,10/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,2,10/3/2025,2,DS125,Deep Learning 101,Intro to Computer Vision,"Explore the realm of computer vision, where machines are taught to interpret and make decisions based on visual data, mimicking human vision.",,"- Grasp the principles behind image processing and visual data interpretation.
- Implement basic computer vision tasks using tools and libraries such as OpenCV.",Main_session,Session,https://www.dropbox.com/scl/fi/cu468m8cc1o4bc0js49ix/DS125-Convolutional-Neural-Networks-CNN.paper?rlkey=o082ah509z9muxvam0szk88ll&st=lr4ptylo&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-32/blob/main/2-_Convolutional_Neural_Networks_(CNN).pdf,Usecases Phase,Computer vision,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,2,10/3/2025,3,DS126,Deep Learning 101,Usecase 10,,,"- Design and define the architecture of a Convolutional Neural Network (CNN).
- Split the dataset into training and testing sets.
- Train the CNN model using appropriate optimization algorithms and loss functions.
- Evaluate the model's performance on the test set using relevant metrics (e.g., accuracy, confusion matrix).",Usecase,Usecases,https://www.dropbox.com/scl/fo/72llin2a3enbkadhnscbr/AIF8bD-mLr5QXu6qSJJt_-A?rlkey=zgbpf227cddgrpx7zf4zywcn2&st=9q6pyz2c&dl=0,,,,Usecases Phase,Computer vision,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,2,10/3/2025,4,,Career Couching ,Career Couching ,"Tailored reviews and enhancements for student resumes, ensuring they stand out in comming job evernt for Tuwaiq.",,"- Review student resumes to ensure they are tailored to specific job roles or industries.
- Provide personalized feedback to enhance resume content, structure, and clarity.
- Focus on highlighting key skills, experiences, and achievements relevant to the job event.
- Optimize resume formatting to improve readability and visual appeal.
- Empower students with strategies to effectively communicate their strengths and qualifications to potential employers.",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 4: Machine Learning 102
7,3,11/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,3,11/3/2025,4,,,Capstone Ideas Discussion,,,,Usecase,Usecases,,,,,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 4: Machine Learning 102
7,3,11/3/2025,5,,Dish Party 🎊 🥳 🎉 🪅 🎈 ,Engagement Content,Dish Party 🎊 🥳 🎉 🪅 🎈 ,,Penguin Activity,Penguin Activity,Activity,,,,,Usecases Phase,-,-,Unit 4: Machine Learning 102
7,4,12/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,4,12/3/2025,2,DS127,Deep Learning 101,Intro to Natural Language Processing (NLP),"Discover the field of NLP, which enables machines to understand and interpret human language, opening up a myriad of applications in AI.",,"- Understand the core concepts and challenges of NLP.
- Learn to apply common NLP techniques to process and analyze text data.",Main_session,Session,https://www.dropbox.com/scl/fi/bg3e9iil2zg6rub2rpqzw/DS127-Natural-Language-Processing-NLP.paper?rlkey=ee5quloym5akdpesh6bt8zzg6&st=4er6hnl2&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-34/blob/main/3-_Natural_Language_Processing_(NLP).pdf,Usecases Phase,Natural language processing,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,4,12/3/2025,3,DS128,Deep Learning 101,Usecase 11,,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/qs09468m2vf26v64qy9yt/AAFm949l8A4hdwVHAMkOEAs?rlkey=sz0x8jqxndzvot4tdz1jwbe94&st=bqaql7n6&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-11,Usecases Phase,Natural language processing,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 4: Machine Learning 102
7,4,12/3/2025,4,DS117,Machine Learning 102,Usecase 8 - Project 5,Project Review: Each team will present for 10 minutes.,,,Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/bhtpupcaxt0o5m2tsxt8e/APs8P3zPxfMpZhpe4ID9wa4?rlkey=ti5tsmgviw84yj9ujvjl44ita&st=mf7p12c7&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-8-Project-5/blob/main/Usecase_8_-_(Project_5).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 4: Machine Learning 102
7,4,12/3/2025,5,,,Capstone Ideas Discussion,,,,Usecase,Usecases,,,,,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 4: Machine Learning 102
7,5,13/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",
7,5,13/3/2025,2,,,Capstone Ideas Discussion,,,,Usecase,Usecases,,,,,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
7,5,13/3/2025,3,,Career Couching ,Career Couching ,"Tailored reviews and enhancements for student resumes, ensuring they stand out in comming job evernt for Tuwaiq.",,"- Review student resumes to ensure they are tailored to specific job roles or industries.
- Provide personalized feedback to enhance resume content, structure, and clarity.
- Focus on highlighting key skills, experiences, and achievements relevant to the job event.
- Optimize resume formatting to improve readability and visual appeal.
- Empower students with strategies to effectively communicate their strengths and qualifications to potential employers.",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
7,5,13/3/2025,4,DS123,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Working on the graduatuin (Final) project,,,Usecase,Usecases,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Capstone-Project/blob/main/Capstone_Project.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
8,1,16/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Lightning-talk/blob/main/Lightning_Talks_for_Data_Science.pdf,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",
8,1,16/3/2025,2,DS123,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Working on the graduatuin (Final) project,,,Usecase,Usecases,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Capstone-Project/blob/main/Capstone_Project.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
8,1,16/3/2025,3,,,Real-World Insights from a Data Science Expert,Behind the Data: Real-World Insights from a Data Science Expert,"A session with a distinguished data science expert, who will share their firsthand experiences and insights from their career in the field. This talk is designed to bridge the gap between theoretical knowledge and practical application","- Understand how data science drives decisions and innovation in various sectors such as finance, healthcare, and technology.
- Dive into the most commonly used data science concepts and tools that are essential for tackling day-to-day challenges in the field.
- Learn about effective data collection, processing, and analysis strategies that lead to successful outcomes in complex projects.
- Gain valuable advice on building a successful career in data science, including tips on essential skills, continuing education, and industry trends.",Side_session,Session,,,,,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",
8,2,17/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Lightning-talk/blob/main/Lightning_Talks_for_Data_Science.pdf,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",
8,2,17/3/2025,2,DS123,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Working on the graduatuin (Final) project,,,Usecase,Usecases,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Capstone-Project/blob/main/Capstone_Project.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
8,2,17/3/2025,3,,Career Couching ,Career Couching ,"Tailored reviews and enhancements for student resumes, ensuring they stand out in comming job evernt for Tuwaiq.",,"- Review student resumes to ensure they are tailored to specific job roles or industries.
- Provide personalized feedback to enhance resume content, structure, and clarity.
- Focus on highlighting key skills, experiences, and achievements relevant to the job event.
- Optimize resume formatting to improve readability and visual appeal.
- Empower students with strategies to effectively communicate their strengths and qualifications to potential employers.",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
8,3,18/3/2025,1,DS123,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Working on the graduatuin (Final) project,,,Usecase,Usecases,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Capstone-Project/blob/main/Capstone_Project.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
8,4,19/3/2025,1,DS123,"Machine Learning 101, Machine Learning 102, MLOPS",Capstone Project,Working on the graduatuin (Final) project,,,Usecase,Usecases,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Capstone-Project/blob/main/Capstone_Project.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",
